accession	genome_lineage	hedgehog_set_hash	hedgehog_precision	id	pct
EPI_ISL_8903991	BA.1	BA.1.15	BA.1.15	BC-BCCDC-304797|EPI_ISL_8903991|Canada|BA.1|2021-12-12	99.6374737645487
EPI_ISL_8906748	BA.1	BA.1.15	BA.1.15	BC-BCCDC-311491|EPI_ISL_8906748|Canada|BA.1|2021-12-17	99.6374737645487
EPI_ISL_8906899	BA.1.17.2	BA.1.17.2	BA.1.17.2	BC-BCCDC-311685|EPI_ISL_8906899|Canada|BA.1.17.2|2021-12-16	99.6374737645487
EPI_ISL_8906946	BA.1.1	BA.1.1	BA.1.1_2	BC-BCCDC-311763|EPI_ISL_8906946|Canada|BA.1.1|2021-12-18	86.0522800992177
EPI_ISL_8909816	BA.1.17.2	BA.1.17.2	BA.1.17.2	BC-BCCDC-307690|EPI_ISL_8909816|Canada|BA.1.17.2|2021-12-17	99.6374737645487
EPI_ISL_8909844	BA.1	BA.1.15	BA.1.15	BC-BCCDC-307729|EPI_ISL_8909844|Canada|BA.1|2021-12-22	99.6374737645487
EPI_ISL_8909847	BA.1	BA.1.15	BA.1.15	BC-BCCDC-307735|EPI_ISL_8909847|Canada|BA.1|2021-12-22	99.6374737645487
EPI_ISL_8914380	BA.1.3	BA.1	BA.1_4	BC-BCCDC-315555|EPI_ISL_8914380|Canada|BA.1.3|2021-12-30	99.6374737645487
EPI_ISL_8914678	BA.1.17.2	BA.1.17.2	BA.1.17.2	BC-BCCDC-316885|EPI_ISL_8914678|Canada|BA.1.17.2|2021-12-31	99.6374737645487
EPI_ISL_8917786	BA.1.1	BA.1.1	BA.1.1_2	USA|EPI_ISL_8917786|USA|BA.1.1|2022-01-01	95.649685174585
EPI_ISL_8919243	BA.1.1	BA.1.1	BA.1.1_2	CA-SEARCH-64777|EPI_ISL_8919243|USA|BA.1.1|2022-01-03	99.4848311390956
EPI_ISL_8920594	BA.1	BA.1.15	BA.1.15	EDB35370|EPI_ISL_8920594|United Kingdom|BA.1|2021-12-28	90.9368441137187
EPI_ISL_8921287	BA.1.1.10	BA.1.15	BA.1.15	PHEC-4M0B7Z76|EPI_ISL_8921287|United Kingdom|BA.1.1.10|2022	74.4132799084144
EPI_ISL_8921422	BA.2	A	A_17	DCGC-318834|EPI_ISL_8921422|Denmark|BA.2|2022-01-13	99.8091967181836
EPI_ISL_8922387	BA.2.9	A	A_17	DCGC-319382|EPI_ISL_8922387|Denmark|BA.2.9|2022-01-14	99.8091967181836
EPI_ISL_8922499	BA.2	A	A_14	PHEC-4N051ZBA|EPI_ISL_8922499|United Kingdom|BA.2|2022	99.8091967181836
EPI_ISL_8924996	BA.2.9	A	A_17	DCGC-320235|EPI_ISL_8924996|Denmark|BA.2.9|2022-01-13	99.8091967181836
EPI_ISL_8925394	BA.1.1.14	BA.1	BA.1_4	WSSEGDA-200|EPI_ISL_8925394|Poland|BA.1.1.14|2022-01-17	82.6178210265217
EPI_ISL_8925633	BA.1.1	BA.1	BA.1_4	ZNA_25075868|EPI_ISL_8925633|Belgium|BA.1.1|2022-01-06	88.5708834191948
EPI_ISL_8926879	BA.2.9	A	A_17	DCGC-320776|EPI_ISL_8926879|Denmark|BA.2.9|2022-01-14	99.7901163900019
EPI_ISL_8927170	BA.1.17.2	BA.1.17.2	BA.1.17.2	666|EPI_ISL_8927170|Singapore|BA.1.17.2|2022-01-10	99.6374737645487
EPI_ISL_8927198	BA.1.17	BA.1	BA.1_3	705|EPI_ISL_8927198|Singapore|BA.1.17|2022-01-16	99.6374737645487
EPI_ISL_8927716	BA.1.1	BA.1.1	BA.1.1_2	ZH-EMC-4691|EPI_ISL_8927716|Netherlands|BA.1.1|2022-01-10	95.9549704254913
EPI_ISL_8928468	BA.1.21	BA.1	BA.1_1	OUS-19559|EPI_ISL_8928468|Norway|BA.1.21|2022-01-11	99.6374737645487
EPI_ISL_8933296	BA.1	BA.1.15	BA.1.15	MILK-327F881|EPI_ISL_8933296|United Kingdom|BA.1|2022-01-14	99.6374737645487
EPI_ISL_8935002	BA.1.1	BA.1.1	BA.1.1_2	CA-CDC-FG-234839|EPI_ISL_8935002|USA|BA.1.1|2022-01-04	97.9202442282007
EPI_ISL_8935299	BA.1.1	BA.1.1	BA.1.1_3	NEWC-3249BF0|EPI_ISL_8935299|United Kingdom|BA.1.1|2022-01-12	99.5993131081855
EPI_ISL_8936644	BA.1.1	BA.1.1	BA.1.1_3	TKYkbm0005|EPI_ISL_8936644|Japan|BA.1.1|2022-01-05	99.6374737645487
EPI_ISL_8937921	BA.1.17.2	BA.1.17.2	BA.1.17.2	NY-NYULH5228|EPI_ISL_8937921|USA|BA.1.17.2|2022-01-10	95.8977294409464
EPI_ISL_8938289	BA.1.1	BA.1.1	BA.1.1_2	PAIS-G0689|EPI_ISL_8938289|Argentina|BA.1.1|2021-12-21	87.6168670101126
EPI_ISL_8940237	BA.1	BA.1.15	BA.1.15	MILK-3273401|EPI_ISL_8940237|United Kingdom|BA.1|2022-01-13	99.6374737645487
EPI_ISL_8942196	BA.1.16	BA.1.1	BA.1.1_2	ALDP-325EFED|EPI_ISL_8942196|United Kingdom|BA.1.16|2022-01-10	99.6374737645487
EPI_ISL_8943202	BA.1	BA.1.15	BA.1.15	ALDP-32638EA|EPI_ISL_8943202|United Kingdom|BA.1|2022-01-09	99.6374737645487
EPI_ISL_8944364	BA.1.15.1	BA.1.15.1	BA.1.15.1	BRBR-3264C47|EPI_ISL_8944364|United Kingdom|BA.1.15.1|2022-01-12	99.5993131081855
EPI_ISL_8944444	BA.1.1.14	BA.1.1	BA.1.1_2	MILK-3267A2C|EPI_ISL_8944444|United Kingdom|BA.1.1.14|2022-01-13	99.6374737645487
EPI_ISL_8945545	BA.1	BA.1.15	BA.1.15	QEUH-3259A78|EPI_ISL_8945545|United Kingdom|BA.1|2022-01-13	94.5811867964129
EPI_ISL_8945966	BA.1.15	BA.1.15	BA.1.15	NEWC-3251C2F|EPI_ISL_8945966|United Kingdom|BA.1.15|2022-01-12	99.6374737645487
EPI_ISL_8946828	BA.1.20	BA.1.15	BA.1.15	MN-CDC-IBX748350051916|EPI_ISL_8946828|USA|BA.1.20|2021-12-28	96.6418622400305
EPI_ISL_8947017	BA.1.1	BA.1.1	BA.1.1_2	NJ-CDC-IBX792229315235|EPI_ISL_8947017|USA|BA.1.1|2022-01-04	96.565540927304
EPI_ISL_8947949	BA.1.1.18	BA.1.1	BA.1.1_2	CO-CDPHE-2102640013|EPI_ISL_8947949|USA|BA.1.1.18|2022-01-10	97.0616294600267
EPI_ISL_8948520	BA.1.15	BA.1	BA.1_4	CO-CDPHE-2102642350|EPI_ISL_8948520|USA|BA.1.15|2022-01-11	99.6374737645487
EPI_ISL_8948653	BA.1.1	BA.1.1	BA.1.1_2	CO-CDPHE-2102620632|EPI_ISL_8948653|USA|BA.1.1|2021-12-29	99.6374737645487
EPI_ISL_8949091	BA.1.1	BA.1.1	BA.1.1_2	CO-CDPHE-2102601427|EPI_ISL_8949091|USA|BA.1.1|2022-01-04	99.6374737645487
EPI_ISL_8951238	BA.1.20	BA.1	BA.1_3	AK-CDC-ASC210499797|EPI_ISL_8951238|USA|BA.1.20|2021-12-30	97.7866819309292
EPI_ISL_8952363	BA.1.1	BA.1.1	BA.1.1_2	UT-UPHL-220119019964|EPI_ISL_8952363|USA|BA.1.1|2022-01-10	99.6374737645487
EPI_ISL_8954886	BA.1.1	BA.1.1	BA.1.1_3	VIC34904|EPI_ISL_8954886|Australia|BA.1.1|2022-01-06	99.6374737645487
EPI_ISL_8956533	BA.1	BA.1	BA.1_1	MA-CDCBI-CRSP_EPMXVNVNO3NRDR56|EPI_ISL_8956533|USA|BA.1|2022-01-09	89.9255867200916
EPI_ISL_8958021	BA.1.1.14	BA.1.1	BA.1.1_3	LOND-YYBYCBT|EPI_ISL_8958021|United Kingdom|BA.1.1.14|2022-01-04	95.916809769128
EPI_ISL_8958891	BA.1.1	BA.1.1	BA.1.1_2	NORT-YBXJOZ|EPI_ISL_8958891|United Kingdom|BA.1.1|2022	94.466704827323
EPI_ISL_8959727	BA.1.17.2	BA.1.17.2	BA.1.17.2	PHEC-YYBHNGA|EPI_ISL_8959727|United Kingdom|BA.1.17.2|2022-01-02	96.6991032245755
EPI_ISL_8959733	BA.1	BA.1	BA.1_3	PHEC-YYBHNRH|EPI_ISL_8959733|United Kingdom|BA.1|2022-01-04	96.7945048654837
EPI_ISL_8961058	BA.1.17.2	BA.1.15	BA.1.15	PHWC-PG5JD4|EPI_ISL_8961058|United Kingdom|BA.1.17.2|2021-12-28	91.890860522801
EPI_ISL_8961093	BA.1.15.1	BA.1.15	BA.1.15	PHWC-PG5M4J|EPI_ISL_8961093|United Kingdom|BA.1.15.1|2021-12-29	96.0312917382179
EPI_ISL_8961347	BA.1.17.2	BA.1.17.2	BA.1.17.2	PHWC-PG5RHC|EPI_ISL_8961347|United Kingdom|BA.1.17.2|2021-12-29	96.0312917382179
EPI_ISL_8962204	BA.1.17.2	BA.1.17.2	BA.1.17.2	MILK-32A4AD8|EPI_ISL_8962204|United Kingdom|BA.1.17.2|2022-01-15	99.6374737645487
EPI_ISL_8964841	BA.1.1	BA.1.1	BA.1.1_2	QEUH-328B6D3|EPI_ISL_8964841|United Kingdom|BA.1.1|2022-01-13	99.6374737645487
EPI_ISL_8966324	BA.1.17.2	BA.1.17.2	BA.1.17.2	QEUH-3299256|EPI_ISL_8966324|United Kingdom|BA.1.17.2|2022-01-13	99.6374737645487
EPI_ISL_8967201	BA.1.1	BA.1.1	BA.1.1_2	BRBR-329D841|EPI_ISL_8967201|United Kingdom|BA.1.1|2022-01-15	91.2612096928067
EPI_ISL_8967595	BA.1.15	BA.1.15	BA.1.15	QEUH-3290C9D|EPI_ISL_8967595|United Kingdom|BA.1.15|2022-01-15	99.6374737645487
EPI_ISL_8968096	BA.1.1	BA.1.1	BA.1.1_2	QEUH-3294C5D|EPI_ISL_8968096|United Kingdom|BA.1.1|2022-01-14	99.6374737645487
EPI_ISL_8968097	BA.1.20	BA.1.15	BA.1.15	BRBR-328BDFC|EPI_ISL_8968097|United Kingdom|BA.1.20|2022-01-14	99.6374737645487
EPI_ISL_8969429	BA.1.1	BA.1.1	BA.1.1_2	NEWC-32AD6DB|EPI_ISL_8969429|United Kingdom|BA.1.1|2022-01-15	99.6374737645487
EPI_ISL_8969581	BA.1.1	BA.1.1	BA.1.1_3	NEWC-32AB7F8|EPI_ISL_8969581|United Kingdom|BA.1.1|2022-01-15	99.6183934363671
EPI_ISL_8972629	BA.1.1	BA.1.1	BA.1.1_3	NEWC-324F644|EPI_ISL_8972629|United Kingdom|BA.1.1|2022-01-12	99.6374737645487
EPI_ISL_8973843	BA.1.15	BA.1.15	BA.1.15	MILK-326943B|EPI_ISL_8973843|United Kingdom|BA.1.15|2022-01-13	99.6374737645487
EPI_ISL_8974489	BA.1.18	BA.1	BA.1_4	MD-IGS-2108882093|EPI_ISL_8974489|USA|BA.1.18|2021-12-20	90.5743178782675
EPI_ISL_8975794	BA.1.17.2	BA.1.17.2	BA.1.17.2	PZH-UMB-7331|EPI_ISL_8975794|Poland|BA.1.17.2|2022-01-05	99.6374737645487
EPI_ISL_8976461	BA.1.15	BA.1.15.1	BA.1.15.1	RP-USAFSAM-S10718|EPI_ISL_8976461|Germany|BA.1.15|2021-12-21	99.6374737645487
EPI_ISL_8976517	BA.1.15	BA.1.15	BA.1.15	OH-USAFSAM-S10617|EPI_ISL_8976517|USA|BA.1.15|2021-12-30	99.6374737645487
EPI_ISL_8976647	BA.1.1	BA.1.1	BA.1.1_2	IL-C22WGS0063|EPI_ISL_8976647|USA|BA.1.1|2022-01-09	99.3512688418241
EPI_ISL_8978725	BA.1.1	BA.1.1	BA.1.1_2	CO-CDPHE-2102634830|EPI_ISL_8978725|USA|BA.1.1|2022-01-07	90.9750047700821
EPI_ISL_8978729	BA.1.1.18	BA.1.1	BA.1.1_2	CO-CDPHE-2102634146|EPI_ISL_8978729|USA|BA.1.1.18|2022-01-07	90.9750047700821
EPI_ISL_8979106	BA.1.20	BA.1	BA.1_4	MN-CDC-IBX180255284099|EPI_ISL_8979106|USA|BA.1.20|2021-12-29	92.3869490555238
EPI_ISL_8981181	BA.1.1	BA.1.1	BA.1.1_2	NV-CDC-LC0473633|EPI_ISL_8981181|USA|BA.1.1|2022-01-04	99.6374737645487
EPI_ISL_8982791	BA.1.1	BA.1.1	BA.1.1_2	CA-CDC-QDX32670916|EPI_ISL_8982791|USA|BA.1.1|2022-01-06	99.6374737645487
EPI_ISL_8984023	BA.1.1	BA.1.1	BA.1.1_2	MA-CDCBI-CRSP_SYMH46VKXOLGBKHA|EPI_ISL_8984023|USA|BA.1.1|2022-01-11	88.3037588246518
EPI_ISL_8984182	BA.1.1	BA.1.1	BA.1.1_2	MA-CDCBI-CRSP_YLZ2XQVUTYSNFSP6|EPI_ISL_8984182|USA|BA.1.1|2022-01-11	92.3106277427972
EPI_ISL_8984988	BA.1.1	BA.1.1	BA.1.1_2	VT-CDCBI-CRSP_7JQBZ7OBIZ4HS4D4|EPI_ISL_8984988|USA|BA.1.1|2022-01-11	86.0522800992177
EPI_ISL_8985406	BA.1	BA.1.15	BA.1.15	Kce-415|EPI_ISL_8985406|Poland|BA.1|2022-01-18	78.1148635756535
EPI_ISL_8985943	BA.1.18	BA.1.15	BA.1.15	UZA-UA-CV2324538817|EPI_ISL_8985943|Belgium|BA.1.18|2022-01-01	99.6374737645487
EPI_ISL_8986168	BA.1.1	BA.1.1	BA.1.1_3	WA-CDC-UW22010237245|EPI_ISL_8986168|USA|BA.1.1|2022-01-02	91.623735928258
EPI_ISL_8986861	BA.1.1	BA.1.1	BA.1.1_2	ICH-741114762|EPI_ISL_8986861|Israel|BA.1.1|2022-01-13	99.3894294981874
EPI_ISL_8988063	BA.1	BA.1.15	BA.1.15	ICH-741113201|EPI_ISL_8988063|Israel|BA.1|2022-01-09	60.3319977103606
EPI_ISL_8991441	BA.1	BA.1.15	BA.1.15	PHEC-4P032Z8C|EPI_ISL_8991441|United Kingdom|BA.1|2022	89.524899828277
EPI_ISL_8991500	BA.1.1	BA.1.1	BA.1.1_2	PHEC-4P036Z71|EPI_ISL_8991500|United Kingdom|BA.1.1|2022-01-01	99.3703491700057
EPI_ISL_8992546	BA.1	BA.1.15	BA.1.15	PHEC-YYB7RO9|EPI_ISL_8992546|United Kingdom|BA.1|2022-01-04	94.2377408891433
EPI_ISL_8992683	BA.1	BA.1.15	BA.1.15	PHEC-YYBH6HX|EPI_ISL_8992683|United Kingdom|BA.1|2022-01-06	99.5802327800038
EPI_ISL_8996946	BA.1	BA.1	BA.1_4	QEUH-32C5FA5|EPI_ISL_8996946|United Kingdom|BA.1|2022-01-15	99.6374737645487
EPI_ISL_8998684	BA.1	BA.1.15	BA.1.15	QEUH-32CDB9A|EPI_ISL_8998684|United Kingdom|BA.1|2022-01-16	99.6374737645487
EPI_ISL_8998942	BA.1	BA.1	BA.1_3	PHWC-PG7IGR|EPI_ISL_8998942|United Kingdom|BA.1|2021-12-30	96.0122114100363
EPI_ISL_8999202	BA.1	BA.1	BA.1_3	PHWC-PG7MIX|EPI_ISL_8999202|United Kingdom|BA.1|2022-01-02	96.3174966609426
EPI_ISL_8999977	BA.1	BA.1.15	BA.1.15	QEUH-32BE956|EPI_ISL_8999977|United Kingdom|BA.1|2022-01-13	99.6374737645487
EPI_ISL_9000255	BA.1	BA.1	BA.1_4	PHWC-PG9YB9|EPI_ISL_9000255|United Kingdom|BA.1|2022-01-02	95.8977294409464
EPI_ISL_9001952	BA.1.17.2	BA.1.17.2	BA.1.17.2	MILK-32CE2D0|EPI_ISL_9001952|United Kingdom|BA.1.17.2|2022-01-16	99.6374737645487
EPI_ISL_9004347	BA.1	BA.1	BA.1_4	NY-PRL-0110_01A19|EPI_ISL_9004347|USA|BA.1|2022-01-07	99.6374737645487
EPI_ISL_9006323	BA.1	BA.1.15	BA.1.15	DCGC-321273|EPI_ISL_9006323|Denmark|BA.1|2022-01-14	99.732875405457
EPI_ISL_9007935	BA.2	A	A_17	DCGC-321907|EPI_ISL_9007935|Denmark|BA.2|2022-01-15	99.8091967181836
EPI_ISL_9010390	BA.1	BA.1	BA.1_1	DCGC-323233|EPI_ISL_9010390|Denmark|BA.1|2022-01-14	99.675634420912
EPI_ISL_9010873	BA.1	BA.1	BA.1_1	DCGC-323730|EPI_ISL_9010873|Denmark|BA.1|2022-01-17	94.9246327036825
EPI_ISL_9014201	BA.1.17.2	BA.1.15	BA.1.15	LAZ-UCBM-1386|EPI_ISL_9014201|Italy|BA.1.17.2|2021-12-21	95.8214081282198
EPI_ISL_9019759	BA.1	BA.1	BA.1_4	PLYM-3301A14|EPI_ISL_9019759|United Kingdom|BA.1|2022-01-17	99.6374737645487
EPI_ISL_9019797	BA.1	BA.1	BA.1_2	PLYM-32F98DA|EPI_ISL_9019797|United Kingdom|BA.1|2022-01-17	95.1726769700439
EPI_ISL_9020035	BA.1.1	BA.1.1	BA.1.1_3	MILK-32F961C|EPI_ISL_9020035|United Kingdom|BA.1.1|2022-01-17	99.6374737645487
EPI_ISL_9020801	BA.1.1	BA.1.1	BA.1.1_2	MILK-32F8EAC|EPI_ISL_9020801|United Kingdom|BA.1.1|2022-01-15	99.6374737645487
EPI_ISL_9021703	BA.1	BA.1	BA.1_1	22SNR151_wsserze|EPI_ISL_9021703|Poland|BA.1|2022-01-03	88.8380080137378
EPI_ISL_9022063	BA.1	BA.1.15	BA.1.15	MILK-32F9FB7|EPI_ISL_9022063|United Kingdom|BA.1|2022-01-17	99.6374737645487
EPI_ISL_9024408	BA.1.1	BA.1.1	BA.1.1_3	BRBR-32FAE9B|EPI_ISL_9024408|United Kingdom|BA.1.1|2022-01-17	99.6374737645487
EPI_ISL_9024824	BA.1.17.2	BA.1.17.2	BA.1.17.2	PHWC-P8DRNT|EPI_ISL_9024824|United Kingdom|BA.1.17.2|2022-01-04	95.4588818927686
EPI_ISL_9025283	BA.1.17.2	BA.1.17.2	BA.1.17.2	MILK-32F24DD|EPI_ISL_9025283|United Kingdom|BA.1.17.2|2022-01-17	99.6374737645487
EPI_ISL_9026455	BA.1	BA.1.15	BA.1.15	ALDP-32BBA83|EPI_ISL_9026455|United Kingdom|BA.1|2022-01-14	99.6374737645487
EPI_ISL_9027773	BA.1.16	BA.1.15	BA.1.15	PHWC-P8NZTB|EPI_ISL_9027773|United Kingdom|BA.1.16|2022-01-03	92.0244228200725
EPI_ISL_9028546	BA.1.1	BA.1.1	BA.1.1_3	QA-QU-18-33-D3|EPI_ISL_9028546|Qatar|BA.1.1|2021-12-14	99.5229917954589
EPI_ISL_9028650	BA.1.17.2	BA.1.17.2	BA.1.17.2	PHWC-P8YJTU|EPI_ISL_9028650|United Kingdom|BA.1.17.2|2021-12-31	96.0312917382179
EPI_ISL_9030379	BA.1.1	BA.1.1	BA.1.1_2	PA-CDC-LC0469474|EPI_ISL_9030379|USA|BA.1.1|2021-12-27	99.6374737645487
EPI_ISL_9030951	BA.1.15	BA.1	BA.1_4	KS-KHEL-9032|EPI_ISL_9030951|USA|BA.1.15|2022-01-14	99.6374737645487
EPI_ISL_9031512	BA.1.1	BA.1.1	BA.1.1_2	ND-NDDH-9733|EPI_ISL_9031512|USA|BA.1.1|2022-01-09	92.5014310246136
EPI_ISL_9032794	BA.1	BA.1.15	BA.1.15	PHWC-PG9OJ9|EPI_ISL_9032794|United Kingdom|BA.1|2021-12-27	90.9750047700821
EPI_ISL_9034020	BA.1	BA.1.15	BA.1.15	OH-22AM-013CO02115|EPI_ISL_9034020|USA|BA.1|2022-01-14	90.4979965655409
EPI_ISL_9034107	BA.1.1	BA.1.1	BA.1.1_3	OH-22AM-018CO00121|EPI_ISL_9034107|USA|BA.1.1|2022-01-18	99.6374737645487
EPI_ISL_9034484	BA.1.20	BA.1.15	BA.1.15	IL-NM-17662|EPI_ISL_9034484|USA|BA.1.20|2022-01-12	99.6374737645487
EPI_ISL_9035682	BA.1.1	BA.1.1	BA.1.1_3	MD-IGS-142136300627A|EPI_ISL_9035682|USA|BA.1.1|2021-12-29	97.8630032436558
EPI_ISL_9037999	BA.1	BA.1	BA.1_4	CA-CDC-LC0469619|EPI_ISL_9037999|USA|BA.1|2022-01-03	99.6374737645487
EPI_ISL_9038131	BA.1	BA.1.15	BA.1.15	DE-CDC-LC0461093|EPI_ISL_9038131|USA|BA.1|2022-01-03	92.2152261018889
EPI_ISL_9040610	BA.1.1	BA.1.1	BA.1.1_3	VA-CDC-LC0464085|EPI_ISL_9040610|USA|BA.1.1|2022-01-04	99.6374737645487
EPI_ISL_9040615	BA.1.1	BA.1.1	BA.1.1_2	AZ-TG1169442|EPI_ISL_9040615|USA|BA.1.1|2022-01-08	99.5993131081855
EPI_ISL_9041864	BA.1.1	BA.1.1	BA.1.1_2	CT-CDC-LC0462449|EPI_ISL_9041864|USA|BA.1.1|2022-01-05	99.6374737645487
EPI_ISL_9041923	BA.1.15	BA.1	BA.1_4	OH-CDC-LC0466403|EPI_ISL_9041923|USA|BA.1.15|2022-01-06	99.6374737645487
EPI_ISL_9042598	BA.1.1	BA.1.1	BA.1.1_2	FL-CDC-STM-JKN5UXDNU|EPI_ISL_9042598|USA|BA.1.1|2022-01-02	99.6374737645487
EPI_ISL_9043566	BA.1.1	BA.1.1	BA.1.1_2	FL-CDC-STM-JXXD4WXP2|EPI_ISL_9043566|USA|BA.1.1|2022-01-06	99.6374737645487
EPI_ISL_9044069	BA.1.1	BA.1.1	BA.1.1_2	FL-CDC-STM-EQSHMTRKG|EPI_ISL_9044069|USA|BA.1.1|2022-01-09	99.6374737645487
EPI_ISL_9044714	BA.1.15	BA.1	BA.1_3	LA-CDC-ASC210561973|EPI_ISL_9044714|USA|BA.1.15|2021-12-30	98.5689753863766
EPI_ISL_9044911	BA.1.1.2	BA.1.1	BA.1.1_2	CA-CDC-ASC210561406|EPI_ISL_9044911|USA|BA.1.1.2|2021-12-30	96.6418622400305
EPI_ISL_9045348	BA.1	BA.1.15	BA.1.15	NE-CDC-ASC210562146|EPI_ISL_9045348|USA|BA.1|2021-12-30	98.7025376836482
EPI_ISL_9045551	BA.1	BA.1.15	BA.1.15	PA-CDC-ASC210561892|EPI_ISL_9045551|USA|BA.1|2021-12-30	99.6374737645487
EPI_ISL_9045929	BA.1.20	BA.1	BA.1_4	GA-CDC-MMB12564302|EPI_ISL_9045929|USA|BA.1.20|2021-12-29	93.340965464606
EPI_ISL_9046777	BA.1	BA.1.15	BA.1.15	NY-CDC-ASC210505516|EPI_ISL_9046777|USA|BA.1|2022-01-02	99.5993131081855
EPI_ISL_9048106	BA.1	BA.1.15	BA.1.15	AG-ETHZ-35536717|EPI_ISL_9048106|Switzerland|BA.1|2022-01-03	99.6374737645487
EPI_ISL_9048761	BA.1.1	BA.1.1	BA.1.1_2	BL-ETHZ-35720511|EPI_ISL_9048761|Switzerland|BA.1.1|2022-01-12	99.6374737645487
EPI_ISL_9052485	BA.1.1	BA.1.1	BA.1.1_2	OR-CDC-LC0471450|EPI_ISL_9052485|USA|BA.1.1|2022-01-04	99.6374737645487
EPI_ISL_9052828	BA.1.1	BA.1.1	BA.1.1_2	CA-CDC-LC0470618|EPI_ISL_9052828|USA|BA.1.1|2022-01-07	90.9177637855371
EPI_ISL_9061511	BA.1	BA.1	BA.1_3	BS-ETHZ-35602047|EPI_ISL_9061511|Switzerland|BA.1|2022-01-06	99.6374737645487
EPI_ISL_9063729	BA.2	A	A_17	DCGC-324666|EPI_ISL_9063729|Denmark|BA.2|2022-01-18	99.7901163900019
EPI_ISL_9064452	BA.2	A	A_17	MILK-332260A|EPI_ISL_9064452|United Kingdom|BA.2|2022-01-18	99.8091967181836
EPI_ISL_9066716	BA.1.1	BA.1.1	BA.1.1_3	NEWC-330A082|EPI_ISL_9066716|United Kingdom|BA.1.1|2022-01-17	99.6183934363671
EPI_ISL_9067130	BA.2	A	A_17	DCGC-325891|EPI_ISL_9067130|Denmark|BA.2|2022-01-17	99.8091967181836
EPI_ISL_9067147	BA.1.1	BA.1.1	BA.1.1_3	HSLL-3305F20|EPI_ISL_9067147|United Kingdom|BA.1.1|2022-01-16	99.6374737645487
EPI_ISL_9067302	BA.1	BA.1.15	BA.1.15	DCGC-325971|EPI_ISL_9067302|Denmark|BA.1|2022-01-12	99.6374737645487
EPI_ISL_9068575	BA.2.9	A	A_17	DCGC-326418|EPI_ISL_9068575|Denmark|BA.2.9|2022-01-17	99.8091967181836
EPI_ISL_9069951	BA.1.1	BA.1.1	BA.1.1_3	MILK-3324398|EPI_ISL_9069951|United Kingdom|BA.1.1|2022-01-17	99.6374737645487
EPI_ISL_9073417	BA.1	BA.1	BA.1_4	HSGM-F16553|EPI_ISL_9073417|Turkey|BA.1|2022-01-10	99.5802327800038
EPI_ISL_9074014	BA.1	BA.1	BA.1_4	NEWC-3305403|EPI_ISL_9074014|United Kingdom|BA.1|2022-01-17	99.6374737645487
EPI_ISL_9077412	BA.1	BA.1	BA.1_4	ALDP-330D887|EPI_ISL_9077412|United Kingdom|BA.1|2022-01-17	99.6374737645487
EPI_ISL_9077963	BA.1.17	BA.1	BA.1_3	CL-COV21862|EPI_ISL_9077963|Spain|BA.1.17|2021-12-14	94.4476244991414
EPI_ISL_9080409	BA.1.1	BA.1.1	BA.1.1_2	NW-RKI-I-444277|EPI_ISL_9080409|Germany|BA.1.1|2022-01-08	99.2940278572791
EPI_ISL_9083891	BA.1.18	BA.1.15	BA.1.15	IDF-HMN-22012110179|EPI_ISL_9083891|France|BA.1.18|2022-01-04	92.9784392291547
EPI_ISL_9090030	BA.1	BA.1.15	BA.1.15	AK-PHL16886|EPI_ISL_9090030|USA|BA.1|2022-01-10	92.9021179164282
EPI_ISL_9091766	BA.1.1.18	BA.1.1	BA.1.1_2	NC-ECU-CORVASEQ-111650328|EPI_ISL_9091766|USA|BA.1.1.18|2022-01-13	99.6183934363671
EPI_ISL_9101414	BA.1.1	BA.1.1	BA.1.1_2	MA-CDCBI-CRSP_6XYPZ7MLZW624YNY|EPI_ISL_9101414|USA|BA.1.1|2022-01-13	93.016599885518
EPI_ISL_9102006	BA.1.1	BA.1	BA.1_1	MA-CDCBI-CRSP_SKFVEHQL6ZI5GTBO|EPI_ISL_9102006|USA|BA.1.1|2022-01-14	91.4710933028048
EPI_ISL_9102900	BA.1	BA.1.1	BA.1.1_2	UT-UPHL-220121483203|EPI_ISL_9102900|USA|BA.1|2021-12-23	99.6374737645487
EPI_ISL_9103449	BA.1.17	BA.1	BA.1_3	CT-HUGTiPM072UY8G9|EPI_ISL_9103449|Spain|BA.1.17|2022-01-14	96.6418622400305
EPI_ISL_9103520	BA.1.17.2	BA.1	BA.1_4	BW-RKI-I-447695|EPI_ISL_9103520|Germany|BA.1.17.2|2022-01-05	90.440755580996
EPI_ISL_9104609	BA.1.1	BA.1.1	BA.1.1_2	UT-UPHL-220121773336|EPI_ISL_9104609|USA|BA.1.1|2022-01-12	99.6374737645487
EPI_ISL_9105696	BA.1.17.2	BA.1.17.2	BA.1.17.2	SN-RKI-I-449646|EPI_ISL_9105696|Germany|BA.1.17.2|2021-12-30	99.6374737645487
EPI_ISL_9107695	BA.1.1	BA.1.1	BA.1.1_2	BW-RKI-I-453138|EPI_ISL_9107695|Germany|BA.1.1|2022-01-11	99.6183934363671
EPI_ISL_9110692	BA.1.1	BA.1.1	BA.1.1_3	BB-RKI-I-456305|EPI_ISL_9110692|Germany|BA.1.1|2022-01-14	99.6374737645487
EPI_ISL_9110719	BA.1	BA.1	BA.1_4	BB-RKI-I-456316|EPI_ISL_9110719|Germany|BA.1|2022-01-14	99.6374737645487
